Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency
SummerM,3,350.7,1271,-151.9,2.9,139,-2.8,301.7,0,167.3,11.1,2,7.125
SummerM,3,350.7,1277,-151.4,1.2,149,-7.9,292.9,1,178.9,49.9,2,7.125
SummerM,3,350.7,1319,-133.8,4.6,175,-3.9,22.9,-2,163.6,27,2,7.125
SummerM,3,350.7,1322,-135.1,5.6,168,-9,12.7,13,164.9,12.7,2,7.125
SummerM,3,350.7,1327,-139.2,5,74,-2.9,7.2,3,168.2,58.9,2,7.125
SummerM,3,350.7,1333,-138.8,5.3,150,-5.5,8.6,2,165.7,73.7,2,7.125
SummerM,3,350.7,1339,-139.5,3.4,162,-8.9,303.7,0,169.5,10.3,2,7.125
SummerM,3,350.7,1346,-145.1,1.3,279,-8,299.7,3,174.9,27.4,2,7.125
SummerM,3,350.7,1354,-144.5,3.3,251,-7.7,278.1,-5,174.5,7.5,2,7.125
SummerM,3,350.7,1413,-146.9,5.3,61,-1.6,17.9,0,161.9,39.8,2,7.125
SummerM,3,350.7,1416,-148.6,1.4,80,-3.7,295.5,3,167.6,67,2,7.125
SummerM,3,350.7,1419,-149.5,4.5,262,-12.3,16.5,0,173,86.4,2,7.125
SummerM,3,350.7,1423,-147,5.4,62,-3.8,297.7,6,176.1,88.8,2,7.125
SummerM,3,350.7,1427,-154.6,3,155,-11.6,23.3,9,179.5,103.3,2,7.125
SummerM,3,350.7,1431,-153.8,2.9,74,-6.2,9.7,2,169.6,71.3,2,7.125
SummerM,3,350.7,1435,-151.5,5.9,138,-6.6,25.7,-3,175.9,116.2,2,7.125
SummerM,3,350.7,1439,-149.8,3.9,80,-3.9,17.1,-6,165.3,54.1,2,7.125
SummerM,3,350.7,1444,-154.4,5.1,260,-9.2,19.5,-5,172.5,68.3,2,7.125
SummerM,3,350.7,1448,-154.4,2.5,83,-4.3,302.5,-1,176.6,113.2,2,7.125
SummerM,3,350.7,1452,-159.4,2,71,-3,19,12,167.9,28.9,2,7.125
SummerM,3,350.7,1471,-152.2,3.1,70,-0.1,6.1,2,171,71.6,2,7.125
SummerM,3,350.7,1475,-156,0.8,97,2,17.6,-10,182.1,124.3,2,7.125
SummerM,3,350.7,1485,-157.4,6,260,-8.5,20.9,5,175.3,85.1,2,7.125
SummerH,1,106,353,-122.5,6.2,179,2.1,184.1,6,152.4,7.9,2,7.125
SummerH,1,106,356,-118.9,1.3,184,-0.8,318.3,-4,148.7,22.8,2,7.125
SummerH,1,106,360,-120.3,5.8,174,1.6,316.3,7,150.2,17.1,2,7.125
SummerH,1,106,364,-115.3,4.2,193,3,324.3,5,145.3,6.3,2,7.125
SummerH,1,106,369,-135.1,4.7,168,-0.6,59.2,4,164.9,18.2,2,7.125
SummerH,1,106,374,-123.7,2.4,182,2.5,178.7,-4,153.4,26,2,7.125
SummerH,1,106,379,-128.3,3,178,0,50.3,10,158.1,18,2,7.125
SummerH,1,106,384,-136.4,0.7,187,1.6,318.9,5,151.5,61.3,2,7.125
SummerH,1,106,390,-142.5,5.6,173,0.4,306.8,5,161,45.7,2,7.125
SummerH,1,106,395,-139.4,2.8,168,0.3,41.5,-5,167,50.5,2,7.125
SummerH,1,106,401,-136.2,4.2,174,1.8,319.9,-1,156.4,42.2,2,7.125
SummerH,1,106,407,-134.8,4.6,169,6.1,182.7,-5,160.6,70.1,2,7.125
SummerH,1,106,413,-134.9,1.8,170,2.5,317.1,0,156.2,35.3,2,7.125
SummerH,1,106,419,-142.5,3.7,172,0.9,52.5,-7,168.5,48.9,2,7.125
SummerH,1,106,425,-143.7,2.3,150,1.4,179.4,-3,173.2,20,2,7.125
SummerH,1,106,431,-140,5,185,2.3,55.8,4,167.4,33.8,2,7.125
SummerH,1,106,437,-140.8,0.5,185,2.8,185.4,-8,160.4,29.3,2,7.125
SummerH,1,106,444,-140.4,6.2,202,1.3,320.4,11,162.7,31,2,7.125
SummerH,1,106,457,-158.5,0,164,4.8,44.4,4,174.6,38.5,2,7.125
SummerH,1,106,485,-130.7,5.6,170,-5.4,43,4,160.4,14.8,2,7.125
SummerH,1,106,488,-126.8,5.4,179,1.9,312.7,-1,153.3,66.2,2,7.125
SummerH,1,106,491,-139.3,4.4,173,0.3,46.8,6,162,55,2,7.125
SummerH,1,106,494,-136.4,5.6,182,-0.1,179.1,-2,154.3,32,2,7.125
SummerH,1,106,497,-138.2,2.9,188,-0.4,304.7,1,163.8,57.5,2,7.125
SummerH,1,106,499,-136.7,2.3,169,-1.6,48.4,-4,165.3,38.5,2,7.125
SummerH,1,106,543,-136.3,0.5,158,4.8,62.5,11,166.3,14.3,2,7.125
SummerH,1,106,546,-130,6.3,170,2.1,184.3,-7,159.1,58.2,2,7.125
SummerH,1,106,551,-145.4,5.5,168,-2.4,176.2,-1,170.4,76.7,2,7.125
SummerH,1,106,558,-125.7,0,188,1.4,312.6,7,154.8,72.8,2,7.125
SummerH,1,106,673,-155.3,4.3,190,-2.8,188.6,3,171.7,73.7,2,7.125
SummerH,1,106,676,-141.9,4.1,178,1.6,67.8,-8,170.6,132.5,2,7.125
SummerH,1,106,681,-142.3,2.6,167,-0.7,190.8,-8,165.8,69.6,2,7.125
SummerH,1,106,686,-151.7,3,180,1,176.1,-3,155.5,31.7,2,7.125
SummerH,1,106,692,-151.3,2.4,169,2.2,317.1,5,153.1,21.7,2,7.125
SummerH,1,106,698,-156.8,2.8,175,-0.5,330.8,8,173.8,95.7,2,7.125
SummerH,1,106,704,-151.2,0.2,169,5.7,314,6,156.5,28.8,2,7.125
SummerH,1,106,711,-155.9,2.7,178,-1.8,326.9,6,165.5,41.6,2,7.125
SummerH,1,106,718,-158.4,0.7,176,3.6,43.8,-2,171.9,72.7,2,7.125
SummerH,1,106,726,-156.7,0.3,177,0,57.3,11,163.9,28.8,2,7.125
SummerH,2,431.1,1437,-118,5.5,37,-11.1,223.8,17,148,1.5,2,7.125
SummerH,2,431.1,1440,-132.1,6.1,23,-8.9,222.6,11,161.8,12.8,2,7.125
SummerH,2,431.1,1446,-133.5,0.7,18,-17.1,217.2,13,162.5,21.4,2,7.125
SummerH,2,431.1,1452,-141.1,3.2,2,-12.5,229.8,24,171,3.4,2,7.125
SummerH,2,431.1,1459,-143.9,4.7,5,-8.1,215.3,32,173.8,7.2,2,7.125
SummerH,2,431.1,1466,-139.2,0.7,7,-9.9,221.4,13,167.8,41.1,2,7.125
SummerH,2,431.1,1474,-139.3,0.2,16,-15.1,217.4,16,163.4,27.4,2,7.125
SummerH,2,431.1,1482,-139.9,2.8,6,-18,218.5,14,168.5,29.6,2,7.125
SummerH,2,431.1,1491,-142.9,0.8,31,-5.8,218.4,10,163.4,19.4,2,7.125
SummerH,2,431.1,1500,-147.2,6.1,15,-17.3,222,26,175.5,23.5,2,7.125
SummerH,2,431.1,1510,-156.6,5.9,23,-12.7,218.7,3,172.2,33.5,2,7.125
SummerH,2,431.1,1520,-159.3,5.9,9,-13.4,212.2,31,179.4,23.1,2,7.125
SummerH,2,431.1,1569,-138.2,4.4,11,-10.4,212,10,167.1,40.2,2,7.125
SummerH,2,431.1,1572,-150,2.3,33,-13.4,219.1,12,156.4,10.8,2,7.125
SummerH,2,431.1,1578,-145.8,0.4,10,-9.1,206.5,8,170.6,17.8,2,7.125
SummerH,2,431.1,1586,-147.9,2.8,13,-13,218.5,12,165.7,55.4,2,7.125
SummerH,2,431.1,1595,-147.3,3.4,12,-13.3,223.4,9,169.5,67.4,2,7.125
SummerH,2,431.1,1604,-152.6,3.4,11,-11.1,211.4,8,167.7,38.5,2,7.125
SummerH,2,431.1,1615,-155.5,4.9,7,-13.8,224.1,12,169.4,47,2,7.125
SummerH,2,431.1,1753,-159.4,1.5,11,-12.8,215.3,12,166.4,60.8,2,7.125
SummerH,2,431.1,1756,-154.8,5.7,26,-15.2,221.4,15,163.9,30.5,2,7.125
SummerH,2,431.1,1759,-157.7,4.2,357,-15.6,218.8,18,180.1,121.7,2,7.125
SummerH,2,431.1,1763,-154.8,4.6,13,-13.2,221.4,4,175,102.7,2,7.125
SummerH,3,391,1303,-122.1,6,65,3.2,92.1,5,152,10.4,2,7.125
SummerH,3,391,1307,-124.2,6.1,65,4.5,101.9,-9,154.2,2.7,2,7.125
SummerH,3,391,1313,-134.9,3.3,58,11.1,105.1,7,164.5,32.3,2,7.125
SummerH,3,391,1320,-124.4,5.3,73,7.8,97.5,0,154.1,14.1,2,7.125
SummerH,3,391,1327,-125.9,5.6,80,7.7,107.4,-2,155.8,3.3,2,7.125
SummerH,3,391,1336,-132.7,5.9,67,2,87.1,-4,160.8,16.2,2,7.125
SummerH,3,391,1346,-138.7,2.9,63,7.4,109.6,11,167.2,22.9,2,7.125
SummerH,3,391,1356,-143.5,4.8,67,3.2,106.2,-2,162.5,21.8,2,7.125
SummerH,3,391,1366,-152.5,5.9,62,12,110.9,7,168.5,23.2,2,7.125
SummerH,3,391,1378,-146,5.1,70,6.4,108.4,0,164.5,28.1,2,7.125
SummerH,3,391,1389,-145.8,5.8,69,6.7,110.7,3,169.4,38.8,2,7.125
SummerH,3,391,1401,-147.1,2.8,64,1.6,103.1,6,165.7,40.2,2,7.125
SummerH,3,391,1414,-157.1,5.2,56,8.8,110.9,-2,176.6,34.7,2,7.125
SummerH,3,391,1440,-153.4,2.3,73,7.3,103.8,4,159.8,21.1,2,7.125
SummerH,3,391,1454,-157.3,1.1,87,6.5,111.2,4,168.1,15.2,2,7.125
SummerH,3,391,1468,-157.2,5.2,64,7,102.9,2,163.3,33.8,2,7.125
SummerH,3,391,1597,-147.1,5.7,84,5,95.9,4,170.7,116,2,7.125
SummerH,3,391,1601,-146.4,3.9,68,8.4,94.9,4,155.3,27.5,2,7.125
SummerH,3,391,1607,-149,2,56,6.3,101.5,9,168.2,82.8,2,7.125
SummerH,3,391,1627,-157.4,2.6,52,0.3,110.7,10,183,147.4,2,7.125
SummerH,3,391,1638,-155.3,0.5,71,9,104.3,6,163.1,32.9,2,7.125
SummerH,3,391,1665,-158.1,5.5,70,0.5,95.3,7,157.8,17.1,2,7.125
winterL,1,198.9,663,-109.8,0.6,257,-10.1,115,15,139.8,3.5,3,7.125
winterL,1,198.9,666,-103.3,4.3,265,-4.9,29.9,4,133.3,1.8,3,7.125
winterL,1,198.9,671,-105.6,0.9,149,0.5,329.2,6,135.6,2.3,3,7.125
winterL,1,198.9,677,-112.2,3.3,164,-1.7,109.2,6,142.2,0.9,3,7.125
winterL,1,198.9,684,-102.4,0,256,-6.9,262.5,15,132.4,3,3,7.125
winterL,1,198.9,691,-110.2,2.7,160,-7.6,39.1,15,140.2,0.5,3,7.125
winterL,1,198.9,699,-123.5,1.4,269,-7.4,335.3,7,149.6,29.3,3,7.125
winterL,1,198.9,707,-117.1,4.1,274,-8.8,332.1,3,145.8,30,3,7.125
winterL,1,198.9,716,-117.2,3.2,16,-12.4,328,2,147.2,5.2,3,7.125
winterL,1,198.9,725,-124.5,3.8,262,-2.8,338.7,1,153.6,23.4,3,7.125
winterL,1,198.9,734,-122.1,1.3,31,-8.4,333.7,16,152.1,3.9,3,7.125
winterL,1,198.9,744,-119.2,0.9,14,-5.9,252.3,16,149.1,4.5,3,7.125
winterL,1,198.9,780,-117,0.1,271,-5.2,327.7,2,145.8,32.3,3,7.125
winterL,1,198.9,783,-113.9,5.9,34,-4.5,256.2,8,143.9,3.7,3,7.125
winterL,1,198.9,788,-110.4,4.4,263,-8.1,90.2,3,140.4,8.8,3,7.125
winterL,1,198.9,794,-113.5,3.5,250,-11.4,98,-4,143.5,6.3,3,7.125
winterL,1,198.9,800,-123.2,1.9,24,-11.5,93.5,1,153.1,3.5,3,7.125
winterL,1,198.9,807,-117.4,0.3,259,-4.7,250.8,15,145.6,58.6,3,7.125
winterL,1,198.9,814,-138.4,5.4,21,-11.8,253.8,13,159.7,30.6,3,7.125
winterL,1,198.9,822,-131.1,3.7,266,1.5,346.3,-1,159.4,58.8,3,7.125
winterL,1,198.9,830,-129.8,0.1,277,-8.4,30.8,4,151,55.4,3,7.125
winterL,1,198.9,838,-133.9,5.9,34,-9.2,15.1,9,163.6,18.8,3,7.125
winterL,1,198.9,847,-140,0.1,183,-9.5,34.2,12,167,86.3,3,7.125
winterL,1,198.9,855,-153.5,4,141,-4.1,258.5,18,165.3,26.2,3,7.125
winterL,1,198.9,865,-143.1,5,272,-8.1,41,11,159.8,46.3,3,7.125
winterL,1,198.9,874,-153.5,3.3,46,-7.6,339.4,3,175.2,70.5,3,7.125
winterL,1,198.9,883,-152.4,1.8,273,-3.2,339.9,6,156.2,23.8,3,7.125
winterL,1,198.9,893,-146.4,3.9,256,-5,104.7,21,157.8,98.2,3,7.125
winterL,1,198.9,903,-159.3,2.7,265,-5.4,95.3,-25,162.1,43.5,3,7.125
winterL,1,198.9,913,-152,3.4,164,0.4,333.9,8,165.2,61.3,3,7.125
winterL,1,198.9,934,-151.2,4.7,173,-2,336.8,6,170.7,76.4,3,7.125
winterL,1,198.9,945,-159.6,1.3,34,-5.5,256.7,19,159.2,31.7,3,7.125
winterL,1,198.9,986,-143.2,0.6,258,-11.8,249.1,38,163.1,95,3,7.125
winterL,1,198.9,989,-133,5.6,267,-3.1,246.4,11,157.1,110.7,3,7.125
winterL,1,198.9,993,-124.9,5.2,257,-5.8,96.9,14,153.7,119.9,3,7.125
winterL,1,198.9,1079,-148.1,5.5,149,-1.5,336.3,15,152.4,21.2,3,7.125
winterL,1,198.9,1082,-136,0.6,159,-1.1,328.3,0,150.8,69.9,3,7.125
winterL,1,198.9,1368,-159.5,1.1,23,-3.4,19.2,9,177.2,166.5,3,7.125
winterL,1,198.9,1371,-157.1,5.2,249,-5.4,114.8,4,163.1,51.7,3,7.125
winterL,1,198.9,1427,-159.4,4,159,-0.7,251.2,5,170,90.9,3,7.125
winterL,2,10,33,-72.1,2.7,324,-7.7,109,11,101.9,1.4,3,7.125
winterL,2,10,36,-68.9,2.2,338,-4.8,140.6,10,98.8,2,3,7.125
winterL,2,10,39,-78.1,4.4,326,-3.6,115.2,11,105.5,3.3,3,7.125
winterL,2,10,41,-81.4,2.3,327,-6.3,129.8,12,107.9,8.1,3,7.125
winterL,2,10,44,-78.6,2,329,-7.1,124.6,13,106.8,6.1,3,7.125
winterL,2,10,47,-88.2,4.3,348,-8.7,119.9,16,118.1,1.1,3,7.125
winterL,2,10,49,-79,3.7,335,-5.2,136.1,-1,108.2,5.2,3,7.125
winterL,2,10,52,-90.8,1.5,338,-10.5,126.1,9,114.1,6.7,3,7.125
winterL,2,10,55,-84.8,2.4,315,-8.3,135.7,15,114.7,3.3,3,7.125
winterL,2,10,58,-80,1.3,333,-10.6,128.9,13,107.7,8.4,3,7.125
winterL,2,10,60,-82.4,1.6,332,-5.3,134.9,8,105.9,10.9,3,7.125
winterL,2,10,63,-100,5.3,320,-4.7,122.6,8,115.8,8.5,3,7.125
winterL,2,10,66,-87.6,2.7,327,-10.4,128.7,-8,117.3,6,3,7.125
winterL,2,10,69,-91.2,4.1,341,-6.7,134.4,18,112.7,12,3,7.125
winterL,2,10,71,-90.9,3.3,318,-4.6,128.7,1,120.5,7.6,3,7.125
winterL,2,10,74,-90.3,5.9,333,-8.8,131.9,13,107.7,11,3,7.125
winterL,2,10,77,-94.1,2.1,324,-11.4,127.7,12,111.2,9.4,3,7.125
winterL,2,10,80,-92.7,2.3,319,0.9,112.7,14,113.9,15.2,3,7.125
winterL,2,10,83,-94.9,4.7,322,-2.2,131.6,10,115.1,13.5,3,7.125
winterL,3,404.1,1347,-112.1,4,107,-5.7,247.7,-2,140.8,12.3,3,7.125
winterL,3,404.1,1350,-115.2,5.3,360,-10.8,255,-4,145.1,6.5,3,7.125
winterL,3,404.1,1353,-110.3,1.3,114,-6.3,248.8,0,139.6,13.8,3,7.125
winterL,3,404.1,1356,-109.3,2.8,351,-6.6,259.5,9,139.3,1.3,3,7.125
winterL,3,404.1,1360,-122.7,4.6,117,-10.9,256.1,-7,150.9,7.6,3,7.125
winterL,3,404.1,1392,-121,0.7,351,-8.4,256.9,-3,148.9,20.6,3,7.125
winterL,3,404.1,1396,-118.8,2.8,130,-7.7,249.6,-11,148.8,1.8,3,7.125
winterL,3,404.1,1401,-120.1,3.1,93,-5.9,243.3,-2,150,7.1,3,7.125
winterL,3,404.1,1408,-123.4,4.4,3,-10.8,240.5,7,153.3,7.2,3,7.125
winterL,3,404.1,1416,-136.4,5.8,111,-14.4,244.6,-12,162.8,33.8,3,7.125
winterL,3,404.1,1425,-130.3,1,1,-10.3,249.5,2,159,23.4,3,7.125
winterL,3,404.1,1434,-126.5,0.3,120,-4.8,241.6,5,151.9,40.6,3,7.125
winterL,3,404.1,1444,-122.1,3.8,112,-8.7,244.1,2,142.9,30.9,3,7.125
winterL,3,404.1,1455,-132.3,1.5,118,-10.7,248.2,0,143.8,18.7,3,7.125
winterL,3,404.1,1466,-149.2,3.5,342,-7.4,240.4,0,171.9,46.3,3,7.125
winterL,3,404.1,1477,-140.7,4.3,1,-8.8,238.2,4,155.9,12.7,3,7.125
winterL,3,404.1,1489,-140.3,2.9,348,-10.7,256.3,-2,151.7,20.7,3,7.125
winterL,3,404.1,1501,-146.6,4.1,4,-6,254.5,-4,166.9,47.3,3,7.125
winterM,1,376.4,1255,-109.7,0.7,50,0.8,78.7,5,139.3,35.6,3,7.125
winterM,1,376.4,1258,-113,3,52,2.5,88.5,2,142.5,20.9,3,7.125
winterM,1,376.4,1261,-130.8,4.7,46,-7.7,288.7,-5,160.7,34,3,7.125
winterM,1,376.4,1265,-126.1,3.4,56,-1.4,74.7,-4,150,78.2,3,7.125
winterM,1,376.4,1268,-136.9,4,37,1.3,278.1,5,164.4,91.1,3,7.125
winterM,1,376.4,1272,-122.7,6,57,-8.8,279.7,6,152.5,22.2,3,7.125
winterM,1,376.4,1276,-125.7,1.5,54,0.6,285.7,7,155.1,28.5,3,7.125
winterM,1,376.4,1280,-130.3,4,65,-4.8,287,4,159.2,22.6,3,7.125
winterM,1,376.4,1284,-132.6,4.7,29,3.1,93.1,-6,162.5,7.2,3,7.125
winterM,1,376.4,1289,-133.6,5.4,59,-1.4,292.4,11,161.4,44.9,3,7.125
winterM,1,376.4,1293,-140.2,4.2,53,-3.8,282.3,5,155.9,47.8,3,7.125
winterM,1,376.4,1297,-139.4,6.1,45,4.4,73.5,-1,151.5,37.1,3,7.125
winterM,1,376.4,1302,-129.2,0,60,-1,265.3,0,159,18.4,3,7.125
winterM,1,376.4,1306,-132,0.5,85,-4.3,85.1,2,161.4,22.3,3,7.125
winterM,1,376.4,1311,-127.9,3.6,75,2.1,88,7,157.8,13.1,3,7.125
winterM,1,376.4,1315,-132.7,2.1,63,-1.7,281.6,8,159.2,39.3,3,7.125
winterM,1,376.4,1320,-138,3.8,45,-7,88.7,-5,163.4,36.2,3,7.125
winterM,1,376.4,1324,-140.4,0.8,38,-4.8,274.9,0,167.7,83.2,3,7.125
winterM,1,376.4,1329,-147.9,3.7,62,-2.3,283.3,7,157.8,39.4,3,7.125
winterM,1,376.4,1334,-144.9,5.5,38,-0.8,270.7,9,167.7,68.4,3,7.125
winterM,1,376.4,1338,-143.4,0.8,44,-1.2,286.1,6,164.9,114.3,3,7.125
winterM,1,376.4,1343,-145.9,2.3,46,-0.4,274.4,6,167,86.7,3,7.125
winterM,1,376.4,1348,-156,0.6,44,-5.1,269.5,4,171.5,97.1,3,7.125
winterM,1,376.4,1353,-151.5,1.1,52,0.4,88.3,4,143,26.6,3,7.125
winterM,1,376.4,1358,-154.4,3.8,59,-1,278,10,160.4,49.3,3,7.125
winterM,1,376.4,1363,-147.1,5.8,20,-4.6,288.5,7,175.9,62.7,3,7.125
winterM,1,376.4,1367,-151,4.6,41,-5.4,268.5,11,173.8,70.7,3,7.125
winterM,1,376.4,1372,-155.2,0,38,-2.9,73.1,-3,168.3,126.9,3,7.125
winterM,1,376.4,1377,-159.6,2.8,43,-7.9,281.3,8,170.4,128,3,7.125
winterM,1,376.4,1408,-128.4,3.5,31,-0.6,278.5,13,158.4,18,3,7.125
winterM,1,376.4,1411,-136.9,2.3,53,-1.1,69.2,-2,154.1,84.7,3,7.125
winterM,1,376.4,1416,-116.4,0.2,57,-0.2,79.5,3,142.8,79.8,3,7.125
winterM,1,376.4,1421,-132,4.2,53,-2.9,80.5,0,143.8,68.6,3,7.125
winterM,1,376.4,1427,-142.7,4.3,53,-4.1,275.3,6,158.9,49.8,3,7.125
winterM,1,376.4,1434,-132,2.4,63,-4.9,76.3,2,153.1,53.5,3,7.125
winterM,1,376.4,1441,-128.2,2.7,49,-1.1,67.9,-4,156.3,83.4,3,7.125
winterM,1,376.4,1448,-138.9,3.3,27,-2.2,81.8,2,166.4,91.1,3,7.125
winterM,1,376.4,1456,-137.4,0.3,36,-4.1,274.9,6,164.2,77.8,3,7.125
winterM,1,376.4,1463,-137.4,1.5,76,-7.4,82.8,9,165.1,87.7,3,7.125
winterM,1,376.4,1472,-139.8,2.7,51,-0.5,295.2,-8,165.6,104.9,3,7.125
winterM,1,376.4,1480,-135.8,0.9,39,-1,78.3,3,154.2,68.2,3,7.125
winterM,1,376.4,1489,-154,6.2,61,-3.7,291.5,3,162.7,34.5,3,7.125
winterM,1,376.4,1497,-140,5.3,49,0.9,265.6,3,165.5,111.6,3,7.125
winterM,1,376.4,1506,-141.3,5.8,48,-8.1,280.6,4,161,87.9,3,7.125
winterM,1,376.4,1516,-149.3,5.5,59,-4.3,75.4,6,149.5,80.6,3,7.125
winterM,1,376.4,1585,-144.9,4.9,31,-11.6,79.4,4,167.6,131.8,3,7.125
winterM,1,376.4,1588,-141.2,2.2,40,1.2,75.9,1,153.8,62.9,3,7.125
winterM,1,376.4,1591,-138.1,1.2,32,-7.6,283.4,7,166.1,99.4,3,7.125
winterM,1,376.4,1593,-138.7,4.3,59,-10.7,77.6,-5,162.3,119.6,3,7.125
winterM,1,376.4,1596,-139.1,1.3,43,0.5,285.7,0,166.2,161.1,3,7.125
winterM,1,376.4,1599,-146.2,0.7,57,-0.8,285.5,-6,168.5,128,3,7.125
winterM,1,376.4,1601,-147.6,5.9,40,-3.3,281.9,2,167.1,147.1,3,7.125
winterM,1,376.4,1604,-146.5,5.4,75,-2.2,289.4,3,171.9,156,3,7.125
winterM,1,376.4,1607,-145.5,5.4,40,-6.4,88.5,9,168.6,142.2,3,7.125
winterM,1,376.4,1609,-155,0.8,55,-2.6,75.1,3,144.3,73.9,3,7.125
winterM,1,376.4,1612,-145.7,1.4,50,-4.6,283.1,4,158.5,68.5,3,7.125
winterM,1,376.4,1657,-140.6,5.3,57,-6.1,284.6,13,159.7,105.3,3,7.125
winterM,1,376.4,1661,-152,5.1,44,-6.5,279.7,2,167.6,136.4,3,7.125
winterM,1,376.4,1667,-146.8,1.7,62,-5.3,92.7,4,164,100.1,3,7.125
winterM,1,376.4,1675,-145,2,83,-3,281.8,8,173.9,155.9,3,7.125
winterM,1,376.4,1685,-145.5,2.4,53,-7.3,68.6,2,159.6,98.5,3,7.125
winterM,1,376.4,1696,-147.4,2.6,45,-3,66.5,0,160.8,102.9,3,7.125
winterM,1,376.4,1707,-152.3,0.4,53,-3.6,276.7,0,161.7,66.2,3,7.125
winterM,2,203.2,677,-121,0.9,216,-0.9,320.1,-9,151,0.9,3,7.125
winterM,2,203.2,681,-138.1,1,86,2.5,328.9,-5,167.3,19.2,3,7.125
winterM,2,203.2,688,-124.7,3.4,193,2.9,323.5,-4,154.7,9.1,3,7.125
winterM,2,203.2,697,-134.5,2.9,263,-8.4,317.1,0,164.5,6,3,7.125
winterM,2,203.2,708,-126.6,1.7,71,-2.6,309.3,18,156.6,0.4,3,7.125
winterM,2,203.2,719,-135.7,4.2,80,-3.1,319.5,-1,165.6,9,3,7.125
winterM,2,203.2,733,-140,0.8,91,-0.4,328.7,-8,168.4,24.3,3,7.125
winterM,2,203.2,747,-148.9,1.6,269,-5,316.9,0,169.5,17.4,3,7.125
winterM,2,203.2,762,-154,3.7,272,-7.7,316.5,8,180.7,30.9,3,7.125
winterM,2,203.2,778,-145.1,2.2,68,2.6,308.7,-5,174.9,13.8,3,7.125
winterM,2,203.2,873,-140.3,2.1,202,0.7,322.1,-2,164.2,83.2,3,7.125
winterM,2,203.2,876,-140.9,0.1,90,-0.3,307.2,-5,170.9,13.6,3,7.125
winterM,2,203.2,879,-147.6,2.5,199,0.3,328.7,-15,174.9,95.4,3,7.125
winterM,2,203.2,1012,-154.4,3.2,68,-1.5,330,-8,181.7,156.4,3,7.125
winterM,2,203.2,1020,-152,6.1,204,1.1,316.9,-3,169.6,108.4,3,7.125
winterM,2,203.2,1035,-155.5,5.9,76,3.5,325.9,6,181.2,154.9,3,7.125
winterM,3,307.9,1026,-116.2,2.7,81,-10.3,289.3,5,146.2,8.1,3,7.125
winterM,3,307.9,1029,-117,1.3,91,-4.6,109,14,147,3.2,3,7.125
winterM,3,307.9,1033,-116.6,0.9,64,-2.6,295.9,2,146.6,1.5,3,7.125
winterM,3,307.9,1036,-116.6,5.1,194,-3.2,112.2,11,145,3.8,3,7.125
winterM,3,307.9,1040,-118.3,2.1,198,-2.5,111.7,11,145.3,5.3,3,7.125
winterM,3,307.9,1113,-122.6,3,201,0.8,96.3,9,152.5,5.1,3,7.125
winterM,3,307.9,1117,-129.9,0.4,193,0.8,294.3,6,159.6,22.4,3,7.125
winterM,3,307.9,1122,-127.1,0.5,88,-5.9,112.5,-2,157,8.9,3,7.125
winterM,3,307.9,1128,-136,2,95,-4.3,282,5,163.3,22.5,3,7.125
winterM,3,307.9,1136,-135.3,2,92,-3.9,283.2,6,162.6,41.5,3,7.125
winterM,3,307.9,1144,-125.2,2.1,201,-8.5,102,14,154.5,33.4,3,7.125
winterM,3,307.9,1152,-137,4.1,214,-4.3,112.3,11,166,45.6,3,7.125
winterM,3,307.9,1161,-133.4,2.6,82,-4.2,291.7,11,154.6,46.1,3,7.125
winterM,3,307.9,1170,-139.7,5.2,196,1.6,120.7,9,156.7,29.5,3,7.125
winterM,3,307.9,1180,-133.1,5.5,68,1.7,283,4,162.4,54.9,3,7.125
winterM,3,307.9,1190,-154.9,3.5,212,-5.5,107.2,17,170.5,56,3,7.125
winterM,3,307.9,1201,-143.7,2.1,102,-6,299.8,5,172.5,71.4,3,7.125
winterM,3,307.9,1212,-137.5,3.4,84,-12.5,115.2,11,163.7,91.5,3,7.125
winterM,3,307.9,1223,-144.6,1.6,195,-6,295.1,5,164.7,48.5,3,7.125
winterM,3,307.9,1235,-149.2,2.3,79,-7.9,287.8,5,147.3,10.8,3,7.125
winterM,3,307.9,1246,-159,5.3,74,-6,298.1,2,158.8,10.4,3,7.125
winterM,3,307.9,1258,-139.6,5.4,77,-6.8,116.7,10,167.8,93.1,3,7.125
winterM,3,307.9,1428,-152.2,2.3,78,-0.4,119.2,18,176.8,161.8,3,7.125
winterM,3,307.9,1431,-156.9,1.3,70,-5.4,120.4,15,176.1,137.1,3,7.125
winterM,3,307.9,1434,-147.3,5.3,101,-4,114.4,13,160.9,60.9,3,7.125
winterM,3,307.9,1437,-153.1,5.4,194,0,287.8,6,164.4,49.1,3,7.125
winterM,3,307.9,1444,-154.8,2.2,193,-3.5,108.6,24,165.8,48.1,3,7.125
winterM,3,307.9,1447,-148.9,6.1,86,-4.9,286.5,0,157.5,40.1,3,7.125
winterH,1,380.3,1268,-120.1,3,86,-1.2,7.8,-3,150,3.2,3,7.125
winterH,1,380.3,1271,-121.7,3.7,303,-0.8,178.8,6,151.7,0.4,3,7.125
