Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency
WinterM,3,91.7,318,-136.8,0.7,7,-7.4,157.1,-10,166.7,4.9,3,71
WinterM,3,91.7,323,-140.4,0.5,10,-7.5,251.5,19,170.3,3.7,3,71
WinterM,3,91.7,329,-139,0.1,21,-1.6,149.5,2,168.6,21.4,3,71
WinterM,3,91.7,335,-134.4,0.5,21,-12.9,164.4,9,163.9,8.3,3,71
WinterM,3,91.7,341,-145,2.6,9,-5.8,257.1,-11,174.8,6.7,3,71
WinterM,3,91.7,348,-156.5,2.8,6,-9.1,7.9,1,182.3,50.5,3,71
WinterM,3,91.7,355,-148.4,5.4,30,-6.8,161.4,6,171.6,27.1,3,71
WinterM,3,91.7,362,-139.3,1.5,6,-11.1,21.5,9,169.3,8,3,71
WinterM,3,91.7,369,-140,5.3,18,-7.2,158.8,16,163,22.6,3,71
WinterM,3,91.7,376,-143.1,2.4,15,-6.5,152.5,1,168.7,36.7,3,71
WinterM,3,91.7,383,-149.3,0.1,16,-11.8,156.3,1,168.6,30.8,3,71
WinterM,3,91.7,391,-153.2,4.7,358,-7.7,246.7,-1,181.3,28.5,3,71
WinterM,3,91.7,429,-152.8,1,19,-6.3,151.9,-2,170.8,48.3,3,71
WinterM,3,91.7,431,-142.9,0.1,345,-9.5,243.3,2,172.8,2.5,3,71
WinterM,3,91.7,434,-152.5,3.7,8,-12.7,11.4,3,179.4,52,3,71
WinterM,3,91.7,437,-145.8,5,33,-8.4,154.6,-2,169.6,56.7,3,71
WinterM,3,91.7,440,-157.6,4.3,358,-8.2,172.9,7,187.4,22.5,3,71
WinterM,3,91.7,442,-150.8,1.9,355,-9.3,239,3,179.1,12.4,3,71
WinterM,3,91.7,445,-143.4,3.4,19,-4,229,2,173.3,12.4,3,71
WinterM,3,91.7,448,-153.5,1.1,20,-3.4,238.7,-2,181.6,29.8,3,71
WinterM,3,91.7,450,-150,3.3,12,-11.5,234.5,-1,178.1,62.9,3,71
WinterM,3,91.7,453,-153.6,1.3,354,-6.7,243.4,1,178.6,20,3,71
WinterM,3,91.7,456,-156.5,4.3,20,-12.8,148.9,0,176.3,64.9,3,71
WinterM,3,91.7,459,-153.2,2.4,18,-2.2,356,16,182.9,32.5,3,71
WinterM,3,91.7,462,-158.6,1.4,22,-10.3,7.5,11,184.9,88.4,3,71
WinterM,3,91.7,464,-152.9,3.6,8,-10.1,12.5,13,178.3,58.2,3,71
WinterM,3,91.7,476,-153.6,2.4,24,-4.1,2.3,8,183.2,36.6,3,71
WinterM,3,91.7,478,-157.3,5.5,14,-3.6,5.6,-18,185.6,73.6,3,71
WinterM,3,91.7,481,-155.6,3.8,21,-9.3,155.6,9,163.8,18.5,3,71
WinterM,3,91.7,484,-148.8,2.3,352,-11.2,153.9,-2,178.7,25.5,3,71
WinterM,3,91.7,594,-158.1,2.1,350,-3.5,163.3,-3,187.3,71.8,3,71
WinterM,3,91.7,612,-156.5,5.9,22,-7.8,149.8,-3,173.1,67.8,3,71
SpringL,1,275.9,920,-129.3,6.1,298,0.9,258.2,14,179.1,31.1,1,71
SpringL,1,275.9,923,-130.1,2.6,313,7,73.6,10,180.1,6,1,71
SpringL,1,275.9,926,-133.2,5.3,302,1.9,247.2,9,182.7,43.6,1,71
SpringL,1,275.9,930,-128.1,3.9,313,-0.4,239.7,16,178,1.5,1,71
SpringL,1,275.9,934,-136.8,2.4,309,-4.6,255.5,12,186.4,9.4,1,71
SpringL,1,275.9,943,-135.4,4.9,297,-1.4,82.2,5,185.1,17.9,1,71
SpringL,1,275.9,948,-135.6,2.9,302,-3.4,69.5,8,184.6,19.2,1,71
SpringL,1,275.9,957,-136.2,5.6,291,1.6,73.9,8,185.7,31.4,1,71
SpringL,1,275.9,1069,-137.2,0.4,301,-1.1,258,0,187.1,24.9,1,71
SpringL,2,276.2,924,-134.8,0.5,62,6.4,38.2,8,184.8,2.1,1,71
SpringL,2,276.2,927,-138.5,1.3,66,-0.5,21.8,13,188.4,10.9,1,71
SpringL,2,276.2,936,-134.2,5.7,62,2.7,27.6,-4,184.2,4.2,1,71
SpringL,3,391.4,1305,-124.9,2.3,331,-2.3,96,31,174.9,0.3,1,71
SpringL,3,391.4,1307,-139.6,1.4,333,-11.7,166.8,-10,189.5,5.3,1,71
SpringL,3,391.4,1310,-130,3.4,314,-10.4,102.2,0,180,1,1,71
SpringL,3,391.4,1312,-133.9,1.8,334,-10,274.9,11,183.8,21.1,1,71
SpringL,3,391.4,1315,-137.3,0.4,38,-4.7,87.8,24,187.3,1.6,1,71
SpringL,3,391.4,1317,-136.6,0.5,22,-10.7,274.9,0,186.4,1.5,1,71
SpringL,3,391.4,1320,-137.6,0.4,16,-3.2,279.8,-1,187.4,2.2,1,71
SpringL,3,391.4,1322,-137.3,2.6,23,0,66.5,10,187.3,0.5,1,71
SpringL,3,391.4,1325,-137.4,0.8,321,-7.5,37.6,4,187.4,1.3,1,71
SpringL,3,391.4,1332,-135.2,2.2,338,-9.3,91.3,9,185.2,4,1,71
SpringL,3,391.4,1337,-133.9,3.6,336,-9.7,302.5,1,183.3,6.9,1,71
SpringL,3,391.4,1345,-136,0.3,35,-3.4,138.8,-1,185.9,1.2,1,71
SpringL,3,391.4,1348,-136.8,0.9,320,-7.9,149.9,-6,186.2,5.2,1,71
SpringL,3,391.4,1355,-139.3,2.9,38,-2.4,50.7,13,189.3,1.8,1,71
SpringL,3,391.4,1363,-139.7,3.6,45,-1,105.1,2,189.7,4.4,1,71
SpringL,3,391.4,1471,-139.8,5.5,332,-13.5,281.3,5,188.7,66,1,71
SpringL,3,391.4,1474,-134.5,2.9,291,-7.1,156.1,-4,184.5,2,1,71
SpringH,1,243,810,-128,1.8,50,1.3,238.1,1,178,3.3,1,71
SpringH,1,243,834,-132.2,4.6,142,-3.5,224.5,-2,182.1,3,1,71
SpringH,1,243,843,-136.6,3.2,261,-11.9,222.9,0,186.6,0.5,1,71
SpringH,2,304.6,1015,-129.4,5.8,102,-2.1,225.9,-4,179.4,0.7,1,71
SpringH,2,304.6,1018,-118.6,3.4,17,-1.9,255.7,3,168.6,2,1,71
SpringH,2,304.6,1023,-125.8,2.3,33,-6.8,237,-3,175.8,2.1,1,71
SpringH,2,304.6,1038,-132.1,0.9,36,2.7,240.7,4,181.9,6.6,1,71
SpringH,2,304.6,1044,-137.9,2.2,314,-7.1,230.6,-2,187.8,2.8,1,71
SpringH,2,304.6,1050,-139.7,2.1,228,-4.1,241.5,-6,189.5,10.9,1,71
SpringH,2,304.6,1056,-134.1,4.9,100,0.5,257.2,-1,184,5.7,1,71
SpringH,2,304.6,1062,-132.1,3.1,24,-0.9,247.3,2,179.4,28,1,71
SpringH,2,304.6,1082,-134.4,5.6,217,-4.8,247.6,6,184.2,11.2,1,71
SpringH,2,304.6,1174,-133.8,1.6,292,-9.3,250,-9,183.8,3.8,1,71
SpringH,3,165,559,-131.4,3.9,144,-1.5,92.1,-1,181.4,4.4,1,71
SpringH,3,165,566,-134.3,0.2,156,-0.9,221.8,10,184.3,10.8,1,71
SpringH,3,165,573,-132.9,0.4,162,0.8,87.1,5,182.9,1.8,1,71
SpringH,3,165,582,-138.3,0.8,150,-1.2,13.1,11,188.2,8.3,1,71
SpringH,3,165,622,-137.6,2.8,172,-6.8,94.9,1,187.5,4.5,1,71
SpringM,1,162.8,543,-116.1,1.6,262,-6.5,93.8,0,163,15.7,1,71
SpringM,1,162.8,545,-106.8,3.1,261,-4.4,80.7,5,156.7,5.6,1,71
SpringM,1,162.8,549,-108.2,4.6,280,-3.8,97.7,-1,158.1,4.4,1,71
SpringM,1,162.8,553,-110.4,1.3,281,-1.8,76.6,4,160.3,4.6,1,71
SpringM,1,162.8,556,-119.9,1.4,247,-3.1,87.5,-4,169.7,11.5,1,71
SpringM,1,162.8,561,-124.6,6.1,274,-1.1,89.3,-4,165.9,12.3,1,71
SpringM,1,162.8,565,-113.8,3.7,284,-7.2,88.4,9,163.6,5.5,1,71
SpringM,1,162.8,569,-110.2,1.9,269,-5.7,91.4,0,159.3,9.7,1,71
SpringM,1,162.8,573,-127.9,6.1,284,-5.4,84.8,-2,172.3,13,1,71
SpringM,1,162.8,578,-134.6,5.6,268,-1.8,90.1,5,163.8,13.8,1,71
SpringM,1,162.8,582,-114,1.2,269,-4.7,83.5,-1,161.3,15.6,1,71
SpringM,1,162.8,587,-124.3,0,278,-2.3,93,4,163.4,15,1,71
SpringM,1,162.8,591,-118.2,4.5,271,-2.8,95.6,2,161.8,14,1,71
SpringM,1,162.8,596,-120.6,5.5,277,-5.4,84.2,7,166.1,19.4,1,71
SpringM,1,162.8,601,-135.2,0.7,290,-3.5,95.9,-6,173.5,13.2,1,71
SpringM,1,162.8,606,-131.8,0.2,264,-5.2,81.7,-5,166.1,19.3,1,71
SpringM,1,162.8,611,-135.6,3.8,270,-6.4,86.8,5,162.6,14.4,1,71
SpringM,1,162.8,615,-130.9,3.8,272,-3.6,88.7,2,161.5,10.9,1,71
SpringM,1,162.8,620,-126.3,3.2,251,-2.8,92.8,1,173.4,33.7,1,71
SpringM,1,162.8,625,-134.4,0,263,-3,83.3,6,158.2,8.7,1,71
SpringM,1,162.8,635,-130.1,5.9,261,-6.8,90.8,6,165.9,20.5,1,71
SpringM,1,162.8,640,-138.9,5.5,277,-3.8,79.6,5,162.8,13.3,1,71
SpringM,3,294.6,985,-129.6,5.1,284,1.8,188.7,12,179.6,0.1,1,71
SpringM,3,294.6,992,-134.9,3,277,3.9,251.6,13,184.9,0.2,1,71
FallL,1,376.7,1256,-158.4,5.5,286,-4.2,37.2,-6,187.5,30.6,0,71
FallL,1,376.7,1259,-152.1,1.7,296,2,49.5,-2,181.9,11.1,0,71
FallL,1,376.7,1262,-149.8,4.9,283,-3.5,49.4,2,179.7,8.2,0,71
FallL,1,376.7,1335,-156.7,4,293,-2.8,39.1,-11,186.4,18.9,0,71
FallL,1,376.7,1359,-158.2,1.9,255,-1.3,40,-3,188.2,3.9,0,71
FallL,2,150.1,500,-149.1,1.2,16,-1.8,319.1,1,179.1,0.6,0,71
FallL,2,150.1,504,-142.9,5.4,12,-5.2,127.2,-31,172.9,0.1,0,71
FallL,2,150.1,508,-139.6,1.7,54,9,130.6,-11,169.6,3.7,0,71
FallL,2,150.1,513,-149.8,3.4,8,-6.5,307,8,179.8,1.5,0,71
FallL,2,150.1,524,-154.5,6.1,46,-0.7,122.9,-17,184.4,2.4,0,71
FallL,2,150.1,537,-152.7,1.7,345,-7.5,134.4,-14,182.6,14.1,0,71
FallL,2,150.1,543,-158.7,1.9,56,6.4,303.9,8,188.4,11.8,0,71
FallL,2,150.1,550,-153.6,3.5,53,5.3,133.9,-3,178.5,19.6,0,71
FallL,2,150.1,564,-157,1.5,41,4,313.5,4,187,4.2,0,71
FallL,2,150.1,579,-159,1.6,356,-5.3,312.1,9,188.8,38.4,0,71
FallL,3,350.7,1169,-153.3,3,72,-5.2,26.5,1,183.2,4.8,0,71
FallH,1,136.3,454,-121.2,4.7,329,-4,355.9,-10,151.2,0,0,71
FallH,2,358.8,1196,-155,1.3,105,-4.4,313.8,-2,184.5,10.1,0,71
FallH,2,358.8,1199,-149.6,1.2,117,-10.7,290.2,-5,179.6,1,0,71
FallH,2,358.8,1202,-153.6,5.6,110,-7.8,144.6,3,183.6,5.8,0,71
FallH,2,358.8,1205,-158.1,4,102,-9.1,309.9,-4,186.4,13.5,0,71
FallH,2,358.8,1258,-156.6,3.9,123,-6.1,309.8,1,186.5,10.7,0,71
FallH,3,393.5,1312,-155.8,5.4,234,-4.5,208.5,13,185.8,1.8,0,71
FallH,3,393.5,1322,-157.1,0.4,209,-0.8,260.7,8,187.1,27,0,71
FallH,3,393.5,1325,-155.4,1.3,226,-4.3,131,7,185.3,2.6,0,71
FallH,3,393.5,1328,-154.9,2.9,205,-4.9,118.6,-1,184.9,1,0,71
FallH,3,393.5,1336,-146.3,2.8,216,-3.6,328,-9,176.3,5.1,0,71
FallH,3,393.5,1454,-159.5,6,242,-4.8,259.8,-4,189.5,8.2,0,71
FallM,1,98.2,327,-120.5,2.4,255,-16.5,330.9,14,150.5,1.2,0,71
FallM,1,98.2,330,-117.4,4.8,200,-14.4,324.9,8,147.4,1.4,0,71
FallM,1,98.2,335,-132,5.8,257,-13,336.4,5,155.8,19.4,0,71
FallM,1,98.2,341,-121.7,4.4,255,-7.7,339.6,7,151.6,6.4,0,71
FallM,1,98.2,347,-122.9,6.1,266,-10.5,344.3,12,152.8,7.7,0,71
FallM,1,98.2,353,-136.4,0.8,63,-6.4,324.6,9,152.4,4.2,0,71
FallM,1,98.2,360,-131.3,4.1,60,-6.1,316,8,160.9,3.3,0,71
FallM,1,98.2,367,-117,2.4,63,-5.6,330.3,5,147,5.1,0,71
FallM,1,98.2,375,-130.5,3.5,193,-1.4,337.3,4,160.4,8.3,0,71
FallM,1,98.2,383,-131,1.2,184,-8.6,322.2,2,160.8,17.8,0,71
FallM,1,98.2,391,-137.1,2.5,281,-8.5,326.1,14,166.8,14,0,71
FallM,1,98.2,399,-150,2.1,199,-7,342.1,4,170.6,27.8,0,71
FallM,1,98.2,408,-156.9,2.2,260,-11.2,340.7,11,155,17,0,71
FallM,1,98.2,457,-141.8,2.3,185,-7,321.2,26,171.7,9.7,0,71
FallM,1,98.2,460,-148.2,0.7,206,-6.5,326.7,13,162.4,21,0,71
FallM,1,98.2,463,-151.7,3.1,275,-7.9,330,-1,178,54.1,0,71
FallM,1,98.2,467,-144.9,5.1,251,-6.5,335.9,-3,166.2,43.5,0,71
FallM,1,98.2,471,-142.6,2.2,187,-8.7,323.2,4,162.6,34.7,0,71
FallM,1,98.2,475,-132.8,3.1,262,-13.9,344.1,3,160.2,65.8,0,71
FallM,1,98.2,479,-150.2,0.7,182,-9.6,337.9,4,174.5,100.9,0,71
FallM,1,98.2,483,-148.1,3.6,75,-7.5,321.4,3,171.9,101.7,0,71
FallM,1,98.2,487,-134.2,3.2,65,-2.7,337.8,1,156.9,47.5,0,71
FallM,1,98.2,492,-157.3,2.2,77,-6,333.6,9,171.9,80.4,0,71
FallM,1,98.2,496,-150.8,5.4,72,-9.3,317.3,-13,180,48,0,71
FallM,1,98.2,501,-155.1,2.2,267,-10.9,333.3,2,170.6,49.7,0,71
FallM,1,98.2,505,-146.9,2.9,66,-8,339,2,158.3,40.8,0,71
FallM,1,98.2,510,-155.4,1.5,205,-6.5,325.2,0,164.4,17.5,0,71
FallM,1,98.2,514,-149.8,4.8,51,-8.7,336.1,13,174.2,70.7,0,71
FallM,1,98.2,519,-156.3,1.7,249,-10.5,327.8,-17,182.4,90,0,71
FallM,1,98.2,524,-155.5,3.3,279,-10,345.9,7,176.6,62.2,0,71
FallM,1,98.2,597,-142.3,4,76,-12.1,323.7,7,170.1,117.5,0,71
FallM,1,98.2,600,-150.3,0.5,192,-5,327,5,165.5,56.3,0,71
FallM,1,98.2,605,-156.7,1.3,77,-3.6,337,6,173.8,118.2,0,71
FallM,1,98.2,610,-145.9,2.3,75,-6.4,340.3,6,171.7,116,0,71
FallM,1,98.2,616,-142.8,2.7,186,-10.7,345.4,3,172.2,80.6,0,71
FallM,1,98.2,622,-151.3,4.8,66,-9.3,342.7,13,173,96.9,0,71
FallM,1,98.2,642,-157,6,197,-9,345.2,-4,178.5,109.6,0,71
FallM,1,98.2,657,-159.2,3.3,70,-7.6,327.1,4,155,14,0,71
FallM,2,173.9,580,-128,1.8,79,-5.3,96.7,-3,158,2.1,0,71
FallM,2,173.9,582,-134.7,1.5,228,-10.5,106.6,4,164.7,0.9,0,71
FallM,2,173.9,644,-137.7,1.3,300,-17.2,280.6,9,167.7,1.6,0,71
FallM,2,173.9,647,-151.5,2.2,229,-4.7,290.5,5,181.3,16.1,0,71
FallM,2,173.9,650,-144.8,3.4,229,-10,77,1,174.8,7.5,0,71
FallM,2,173.9,653,-152.6,0.8,97,-7.7,92.2,9,182.3,19.2,0,71
FallM,2,173.9,656,-146.2,1.2,205,-5,89.5,14,176,6,0,71
FallM,2,173.9,660,-154.1,3.1,296,-15.8,86,6,183.9,7.7,0,71
FallM,2,173.9,663,-146.1,2.6,309,-9.6,298.9,6,176.1,9.5,0,71
FallM,2,173.9,667,-144.1,4.6,212,-11,87.3,7,174,6.4,0,71
FallM,2,173.9,671,-152.6,1.9,222,-1.5,304.8,11,182,6.9,0,71
FallM,2,173.9,674,-150.1,5.1,90,-7.7,283.6,10,178.4,69.5,0,71
FallM,2,173.9,678,-147,5.7,315,-11.2,92.8,5,176.9,9.3,0,71
FallM,2,173.9,682,-149.2,4.8,304,-8.4,103.4,5,179.1,16,0,71
FallM,2,173.9,686,-153.9,2.1,220,-2.6,298.1,8,182.7,9.8,0,71
FallM,2,173.9,693,-159.1,0.2,91,-8.4,83.8,9,187.8,32.5,0,71
FallM,2,173.9,705,-154.3,0.3,80,-10.6,96.5,3,167.1,17,0,71
FallM,2,173.9,709,-157.9,0.3,218,-8.4,76,0,186.1,28.1,0,71
FallM,2,173.9,713,-147.3,0.2,313,-13.1,78.5,3,177.3,3.7,0,71
FallM,2,173.9,721,-159.8,3.3,225,-3.9,286.5,10,185.8,40.5,0,71
FallM,2,173.9,803,-156.6,4.6,85,-1.4,288.7,8,184.8,80.7,0,71
FallM,2,173.9,823,-146.5,5.1,96,-10.9,283.8,6,176.2,41.9,0,71
FallM,3,261,870,-146.9,6.1,328,-4.2,133.2,-15,176.9,0.8,0,71
FallM,3,261,877,-158.1,6,316,-3.8,257.1,-6,185.4,19,0,71
FallM,3,261,883,-142.1,3.8,290,-7.8,245.9,-2,172.1,0.2,0,71
FallM,3,261,888,-150.2,4.9,306,-7,254.5,-5,180,7.1,0,71
FallM,3,261,894,-153.3,0.4,306,-9.3,241.8,5,183.3,1.1,0,71
FallM,3,261,900,-152.9,3.7,318,-5.2,263.2,2,182.6,6.8,0,71
FallM,3,261,914,-156.3,3.2,314,-9.8,249.3,-8,185.5,10.6,0,71
FallM,3,261,936,-155,4.1,329,-5.8,134.9,3,184.7,8.5,0,71
FallL,1,409.2,1364,-117.5,5.9,38,-0.8,273.2,6,147.5,1.4,0,7.125
FallL,1,409.2,1368,-121.2,4.3,50,0.2,62.6,12,151.2,1.6,0,7.125
FallL,1,409.2,1374,-126.3,4.8,41,-5.6,174.5,-7,156.3,0.7,0,7.125
FallL,1,409.2,1383,-128.8,4.7,49,-2.8,272.9,-7,158.5,4.4,0,7.125
FallL,1,409.2,1393,-136.1,2.5,48,-1,267,-5,161.6,8.5,0,7.125
FallL,1,409.2,1404,-128.3,4.1,52,0,155.9,-9,158.3,2.5,0,7.125
FallL,1,409.2,1416,-138.6,1.1,31,-4.7,58.2,2,168.5,7.6,0,7.125
FallL,1,409.2,1429,-145.7,4.4,21,-2.9,67.8,4,175.6,9.6,0,7.125
FallL,1,409.2,1443,-137.3,0.2,50,-0.2,274.3,5,161.4,34.4,0,7.125
FallL,1,409.2,1458,-150.9,1.7,38,-10.2,265.6,-1,170.1,26.6,0,7.125
FallL,1,409.2,1473,-157.4,0.3,14,-9.7,177.4,3,187,28.4,0,7.125
FallL,1,409.2,1542,-158.1,2,48,-3.2,60.9,7,155.7,4.4,0,7.125
FallL,2,360.5,1202,-112.2,4.1,255,-14.3,129.8,12,142.2,0.3,0,7.125
FallL,2,360.5,1204,-128.7,3.8,279,-4.5,126.7,5,158.7,1.7,0,7.125
FallL,2,360.5,1258,-132.5,2.4,106,-15.2,165.8,12,162.4,1.6,0,7.125
FallL,2,360.5,1262,-124.3,0.9,114,-6.8,160.2,4,154.3,1.4,0,7.125
FallL,2,360.5,1269,-129.2,0.2,102,-10.2,55.1,1,159.2,0.6,0,7.125
FallL,2,360.5,1279,-131.4,2.6,257,-13.2,150.9,12,161.1,19.5,0,7.125
FallL,2,360.5,1290,-136.6,1.2,103,-10.7,348.8,8,166.6,2.4,0,7.125
FallL,2,360.5,1302,-132.9,4.6,268,-15.2,165.5,12,162.9,3.8,0,7.125
FallL,2,360.5,1316,-124.6,2.3,118,-5.3,211.6,4,154.6,1.5,0,7.125
FallL,2,360.5,1331,-145.8,5.3,265,-5.5,54.1,1,175.5,20.2,0,7.125
FallL,2,360.5,1347,-147.7,4.6,117,-6.5,339.1,9,176.3,29.3,0,7.125
FallL,2,360.5,1365,-143.8,3.6,274,-8,215.1,15,173.7,18.2,0,7.125
FallL,2,360.5,1383,-148.6,1.1,129,-13.3,329.5,9,178.5,14,0,7.125
FallL,2,360.5,1402,-158.3,6,269,-6,125.5,5,170.8,26.4,0,7.125
FallL,3,219,730,-129.7,5.2,278,-13.7,357,5,159.6,12,0,7.125
FallL,3,219,733,-121.2,0.1,268,-11,355.7,-10,151.2,7.5,0,7.125
FallL,3,219,737,-125.5,5.4,270,-15.4,1.4,6,155.4,8.1,0,7.125
FallL,3,219,742,-129.8,0.5,305,-2.6,2.2,0,159.8,1,0,7.125
FallL,3,219,791,-121.1,4.2,282,-10.6,242.5,6,151.1,3.1,0,7.125
FallL,3,219,794,-129.4,3.1,273,-15,252.5,5,159.1,19.8,0,7.125
FallL,3,219,796,-134.5,1.4,269,-14.9,159.9,2,164.4,14.7,0,7.125
FallL,3,219,799,-132.9,3.6,280,-8,251.8,10,160.5,12.5,0,7.125
FallL,3,219,802,-134.8,0.8,264,-8,359.7,-7,156.2,23.8,0,7.125
FallL,3,219,805,-135.1,4.2,284,-8.8,146.3,4,164.9,11.2,0,7.125
FallL,3,219,807,-134.2,3.8,291,-11.8,1.2,-6,164.1,3.2,0,7.125
FallL,3,219,810,-141.3,0.4,291,-4.2,347.8,4,168.5,5.3,0,7.125
FallL,3,219,813,-143.2,0.4,277,-8,15.4,-5,170.4,47,0,7.125
FallL,3,219,816,-137,1,293,-8.4,254.8,6,166,32.3,0,7.125
FallL,3,219,818,-128.7,0.1,290,-9.5,355.4,9,158.6,8.7,0,7.125
FallL,3,219,821,-142.6,2.7,267,-8.8,1.3,7,161.3,26.2,0,7.125
FallL,3,219,882,-140,5.2,277,-11.1,8.4,7,167.2,71.4,0,7.125
FallL,3,219,885,-136.1,3.9,280,-9.8,170.5,7,165.9,18.3,0,7.125
FallL,3,219,888,-138.5,3.3,273,-9,255.3,5,162.7,43,0,7.125
FallL,3,219,892,-138.5,5.4,279,-11.7,249.4,-1,162.2,43.4,0,7.125
FallL,3,219,895,-134.7,0.6,322,1,143.1,19,164.7,1.1,0,7.125
FallL,3,219,899,-139.3,5.7,291,-13.1,255.5,3,167,42.3,0,7.125
FallL,3,219,903,-143.2,0.7,276,-7.6,17.8,-6,170.4,48.1,0,7.125
FallL,3,219,907,-143.3,3.2,284,-10.3,131.9,12,172.5,42.4,0,7.125
FallL,3,219,911,-149.7,0.9,283,-5.8,173.2,-7,177.9,54.9,0,7.125
FallL,3,219,915,-148,3.5,285,-7.3,159.6,7,175.6,52.2,0,7.125
FallL,3,219,919,-152.5,0,265,-9.2,3.5,6,162.9,29.7,0,7.125
FallL,3,219,923,-148.2,4.8,260,-13.2,0.5,-11,177.7,55.2,0,7.125
FallL,3,219,927,-152.8,5.3,292,-9.9,134.7,9,178.5,46.5,0,7.125
FallL,3,219,931,-151.7,5.8,273,-15.7,152.2,-3,174.4,59.9,0,7.125
FallL,3,219,935,-150.4,6.2,272,-5.7,169.7,3,175,55.8,0,7.125
FallL,3,219,939,-157,3.2,279,-5.7,352.5,11,171.4,50.9,0,7.125
FallL,3,219,943,-151.1,1.7,267,-9.3,161.6,6,170,45.2,0,7.125
FallL,3,219,948,-150.1,0.6,288,-7.2,143.6,9,171.7,51.3,0,7.125
FallH,1,136.3,454,-87.2,4.7,329,-4,355.9,-10,117.2,0,0,7.125
FallH,2,358.8,1196,-120.6,1.3,105,-4.4,313.8,-2,150.1,10.1,0,7.125
FallH,2,358.8,1199,-115.2,1.2,117,-10.7,290.2,-5,145.2,1,0,7.125
FallH,2,358.8,1202,-119.2,5.6,110,-7.8,144.6,3,149.2,5.8,0,7.125
FallH,2,358.8,1205,-123.7,4,102,-9.1,309.9,-4,152,13.5,0,7.125
FallH,2,358.8,1258,-122.2,3.9,123,-6.1,309.8,1,152.1,10.7,0,7.125
FallH,2,358.8,1261,-129.9,4.1,97,-12.8,153.2,0,159.9,12.2,0,7.125
FallH,2,358.8,1264,-134,1.1,107,-8.1,130.2,-1,163.7,18.2,0,7.125
FallH,2,358.8,1267,-125.8,3.9,115,-10.4,312.7,-8,155.4,16.9,0,7.125
FallH,2,358.8,1270,-130.2,5.5,82,-6.4,303.8,-10,160.2,2.4,0,7.125
FallH,2,358.8,1273,-139.5,1.1,114,-8.7,156.2,4,164.7,52.5,0,7.125
FallH,2,358.8,1276,-140.3,4.1,98,0.5,146.7,14,170.1,12.2,0,7.125
FallH,2,358.8,1279,-139,5.6,100,-6.2,140.2,5,164,43.5,0,7.125
FallH,2,358.8,1282,-130.1,1.6,81,-8.6,143.6,18,160,0.9,0,7.125
FallH,2,358.8,1285,-132.7,3.7,121,-4.8,141.9,5,161,38.7,0,7.125
FallH,2,358.8,1288,-136.9,3.1,131,-7.4,315.8,-5,164.4,18.7,0,7.125
FallH,2,358.8,1291,-139.1,5.3,112,-7,140.8,-2,154.4,17,0,7.125
FallH,2,358.8,1401,-138.7,0.3,106,-10.7,158.1,2,166.1,83.8,0,7.125
FallH,2,358.8,1404,-132.7,4.6,93,-6.9,313.1,1,160.9,95,0,7.125
FallH,2,358.8,1409,-137.6,3.5,116,-5,304.3,-2,160.6,65.8,0,7.125
FallH,2,358.8,1415,-146.9,2.7,118,-7.7,310.5,-1,154.5,22.5,0,7.125
FallH,2,358.8,1421,-146.6,4.9,124,-13.2,132.4,2,174.4,95.6,0,7.125
FallH,2,358.8,1428,-144.1,2.5,100,-5.9,317.1,-5,156.1,38.3,0,7.125
FallH,2,358.8,1435,-151.6,2.2,108,-6.2,133.6,9,167.9,53,0,7.125
FallH,2,358.8,1443,-144.8,4.1,116,-5.8,315.2,8,165.7,70.4,0,7.125
FallH,2,358.8,1451,-151.6,2.5,93,-9.3,142.5,5,172.9,73.7,0,7.125
FallH,2,358.8,1459,-147.4,1.1,107,-8.5,328.7,-16,174.4,127.8,0,7.125
FallH,2,358.8,1467,-159.8,0.3,121,-5.4,312.6,-9,160.4,16.9,0,7.125
FallH,2,358.8,1485,-151.4,5.7,100,-6,134,4,169.7,67.8,0,7.125
FallH,3,393.5,1312,-121.4,5.4,234,-4.5,208.5,13,151.4,1.8,0,7.125
FallH,3,393.5,1314,-129.7,3,236,-4.9,267,6,159,32.5,0,7.125
FallH,3,393.5,1317,-134.4,0.9,226,-1.2,207.5,29,164.2,4.8,0,7.125
FallH,3,393.5,1320,-127.1,1.5,232,-4,131.2,-3,156.5,3.2,0,7.125
FallH,3,393.5,1322,-122.7,0.4,209,-0.8,260.7,8,152.6,27,0,7.125
FallH,3,393.5,1325,-120.9,1.3,226,-4.3,131,7,150.9,2.6,0,7.125
FallH,3,393.5,1328,-120.5,2.9,205,-4.9,118.6,-1,150.5,1,0,7.125
FallH,3,393.5,1330,-131,2.9,228,-4,271.8,7,160.1,39.9,0,7.125
FallH,3,393.5,1333,-135.3,2.2,219,-9.7,117.3,4,164.7,5.8,0,7.125
FallH,3,393.5,1336,-111.9,2.8,216,-3.6,328,-9,141.9,5.1,0,7.125
FallH,3,393.5,1339,-134.3,2.1,230,-6.6,120.3,8,162.4,10.2,0,7.125
FallH,3,393.5,1342,-136.1,3.6,221,-1.1,327.5,-6,146.2,4.7,0,7.125
